factor,freq,factor_group_label,factor_package,factor_packages,name_cn,meaning_cn,formula_cn,description,used_in_run,factor_group_key
fund_cashflow_neg_fd_cashflow_score,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流综合评分反向,对 现金流综合评分 取负，构造方向相反的因子暴露。,fund_cashflow_neg_fd_cashflow_score = -列(现金流综合评分),fund_cashflow negative fd_cashflow_score,False,fundamental
fund_cashflow_neg_fd_cashflow_trend,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流趋势变化反向,对 现金流趋势变化 取负，构造方向相反的因子暴露。,fund_cashflow_neg_fd_cashflow_trend = -列(现金流趋势变化),fund_cashflow negative fd_cashflow_trend,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_02,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标01/现金流原始指标02比值,衡量 现金流原始指标01 相对 现金流原始指标02 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_02 = 列(现金流原始指标01) / (|列(现金流原始指标02)| + EPS),fund_cashflow ratio fd_cashflow_raw_01/fd_cashflow_raw_02,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_03,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标01/现金流原始指标03比值,衡量 现金流原始指标01 相对 现金流原始指标03 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_03 = 列(现金流原始指标01) / (|列(现金流原始指标03)| + EPS),fund_cashflow ratio fd_cashflow_raw_01/fd_cashflow_raw_03,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_04,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标01/现金流原始指标04比值,衡量 现金流原始指标01 相对 现金流原始指标04 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_04 = 列(现金流原始指标01) / (|列(现金流原始指标04)| + EPS),fund_cashflow ratio fd_cashflow_raw_01/fd_cashflow_raw_04,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_05,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标01/现金流原始指标05比值,衡量 现金流原始指标01 相对 现金流原始指标05 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_05 = 列(现金流原始指标01) / (|列(现金流原始指标05)| + EPS),fund_cashflow ratio fd_cashflow_raw_01/fd_cashflow_raw_05,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_06,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标01/现金流原始指标06比值,衡量 现金流原始指标01 相对 现金流原始指标06 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_06 = 列(现金流原始指标01) / (|列(现金流原始指标06)| + EPS),fund_cashflow ratio fd_cashflow_raw_01/fd_cashflow_raw_06,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_07,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标01/现金流原始指标07比值,衡量 现金流原始指标01 相对 现金流原始指标07 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_07 = 列(现金流原始指标01) / (|列(现金流原始指标07)| + EPS),fund_cashflow ratio fd_cashflow_raw_01/fd_cashflow_raw_07,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_08,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标01/现金流原始指标08比值,衡量 现金流原始指标01 相对 现金流原始指标08 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_08 = 列(现金流原始指标01) / (|列(现金流原始指标08)| + EPS),fund_cashflow ratio fd_cashflow_raw_01/fd_cashflow_raw_08,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_09,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标01/现金流原始指标09比值,衡量 现金流原始指标01 相对 现金流原始指标09 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_01__fd_cashflow_raw_09 = 列(现金流原始指标01) / (|列(现金流原始指标09)| + EPS),fund_cashflow ratio fd_cashflow_raw_01/fd_cashflow_raw_09,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_03,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标02/现金流原始指标03比值,衡量 现金流原始指标02 相对 现金流原始指标03 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_03 = 列(现金流原始指标02) / (|列(现金流原始指标03)| + EPS),fund_cashflow ratio fd_cashflow_raw_02/fd_cashflow_raw_03,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_04,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标02/现金流原始指标04比值,衡量 现金流原始指标02 相对 现金流原始指标04 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_04 = 列(现金流原始指标02) / (|列(现金流原始指标04)| + EPS),fund_cashflow ratio fd_cashflow_raw_02/fd_cashflow_raw_04,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_05,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标02/现金流原始指标05比值,衡量 现金流原始指标02 相对 现金流原始指标05 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_05 = 列(现金流原始指标02) / (|列(现金流原始指标05)| + EPS),fund_cashflow ratio fd_cashflow_raw_02/fd_cashflow_raw_05,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_06,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标02/现金流原始指标06比值,衡量 现金流原始指标02 相对 现金流原始指标06 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_06 = 列(现金流原始指标02) / (|列(现金流原始指标06)| + EPS),fund_cashflow ratio fd_cashflow_raw_02/fd_cashflow_raw_06,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_07,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标02/现金流原始指标07比值,衡量 现金流原始指标02 相对 现金流原始指标07 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_07 = 列(现金流原始指标02) / (|列(现金流原始指标07)| + EPS),fund_cashflow ratio fd_cashflow_raw_02/fd_cashflow_raw_07,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_08,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标02/现金流原始指标08比值,衡量 现金流原始指标02 相对 现金流原始指标08 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_08 = 列(现金流原始指标02) / (|列(现金流原始指标08)| + EPS),fund_cashflow ratio fd_cashflow_raw_02/fd_cashflow_raw_08,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_09,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标02/现金流原始指标09比值,衡量 现金流原始指标02 相对 现金流原始指标09 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_02__fd_cashflow_raw_09 = 列(现金流原始指标02) / (|列(现金流原始指标09)| + EPS),fund_cashflow ratio fd_cashflow_raw_02/fd_cashflow_raw_09,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_04,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标03/现金流原始指标04比值,衡量 现金流原始指标03 相对 现金流原始指标04 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_04 = 列(现金流原始指标03) / (|列(现金流原始指标04)| + EPS),fund_cashflow ratio fd_cashflow_raw_03/fd_cashflow_raw_04,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_05,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标03/现金流原始指标05比值,衡量 现金流原始指标03 相对 现金流原始指标05 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_05 = 列(现金流原始指标03) / (|列(现金流原始指标05)| + EPS),fund_cashflow ratio fd_cashflow_raw_03/fd_cashflow_raw_05,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_06,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标03/现金流原始指标06比值,衡量 现金流原始指标03 相对 现金流原始指标06 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_06 = 列(现金流原始指标03) / (|列(现金流原始指标06)| + EPS),fund_cashflow ratio fd_cashflow_raw_03/fd_cashflow_raw_06,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_07,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标03/现金流原始指标07比值,衡量 现金流原始指标03 相对 现金流原始指标07 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_07 = 列(现金流原始指标03) / (|列(现金流原始指标07)| + EPS),fund_cashflow ratio fd_cashflow_raw_03/fd_cashflow_raw_07,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_08,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标03/现金流原始指标08比值,衡量 现金流原始指标03 相对 现金流原始指标08 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_08 = 列(现金流原始指标03) / (|列(现金流原始指标08)| + EPS),fund_cashflow ratio fd_cashflow_raw_03/fd_cashflow_raw_08,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_09,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标03/现金流原始指标09比值,衡量 现金流原始指标03 相对 现金流原始指标09 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_03__fd_cashflow_raw_09 = 列(现金流原始指标03) / (|列(现金流原始指标09)| + EPS),fund_cashflow ratio fd_cashflow_raw_03/fd_cashflow_raw_09,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_05,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标04/现金流原始指标05比值,衡量 现金流原始指标04 相对 现金流原始指标05 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_05 = 列(现金流原始指标04) / (|列(现金流原始指标05)| + EPS),fund_cashflow ratio fd_cashflow_raw_04/fd_cashflow_raw_05,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_06,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标04/现金流原始指标06比值,衡量 现金流原始指标04 相对 现金流原始指标06 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_06 = 列(现金流原始指标04) / (|列(现金流原始指标06)| + EPS),fund_cashflow ratio fd_cashflow_raw_04/fd_cashflow_raw_06,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_07,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标04/现金流原始指标07比值,衡量 现金流原始指标04 相对 现金流原始指标07 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_07 = 列(现金流原始指标04) / (|列(现金流原始指标07)| + EPS),fund_cashflow ratio fd_cashflow_raw_04/fd_cashflow_raw_07,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_08,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标04/现金流原始指标08比值,衡量 现金流原始指标04 相对 现金流原始指标08 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_08 = 列(现金流原始指标04) / (|列(现金流原始指标08)| + EPS),fund_cashflow ratio fd_cashflow_raw_04/fd_cashflow_raw_08,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_09,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标04/现金流原始指标09比值,衡量 现金流原始指标04 相对 现金流原始指标09 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_09 = 列(现金流原始指标04) / (|列(现金流原始指标09)| + EPS),fund_cashflow ratio fd_cashflow_raw_04/fd_cashflow_raw_09,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_06,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标05/现金流原始指标06比值,衡量 现金流原始指标05 相对 现金流原始指标06 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_06 = 列(现金流原始指标05) / (|列(现金流原始指标06)| + EPS),fund_cashflow ratio fd_cashflow_raw_05/fd_cashflow_raw_06,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_07,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标05/现金流原始指标07比值,衡量 现金流原始指标05 相对 现金流原始指标07 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_07 = 列(现金流原始指标05) / (|列(现金流原始指标07)| + EPS),fund_cashflow ratio fd_cashflow_raw_05/fd_cashflow_raw_07,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_08,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标05/现金流原始指标08比值,衡量 现金流原始指标05 相对 现金流原始指标08 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_08 = 列(现金流原始指标05) / (|列(现金流原始指标08)| + EPS),fund_cashflow ratio fd_cashflow_raw_05/fd_cashflow_raw_08,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_09,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标05/现金流原始指标09比值,衡量 现金流原始指标05 相对 现金流原始指标09 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_09 = 列(现金流原始指标05) / (|列(现金流原始指标09)| + EPS),fund_cashflow ratio fd_cashflow_raw_05/fd_cashflow_raw_09,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_06__fd_cashflow_raw_07,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标06/现金流原始指标07比值,衡量 现金流原始指标06 相对 现金流原始指标07 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_06__fd_cashflow_raw_07 = 列(现金流原始指标06) / (|列(现金流原始指标07)| + EPS),fund_cashflow ratio fd_cashflow_raw_06/fd_cashflow_raw_07,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_06__fd_cashflow_raw_08,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标06/现金流原始指标08比值,衡量 现金流原始指标06 相对 现金流原始指标08 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_06__fd_cashflow_raw_08 = 列(现金流原始指标06) / (|列(现金流原始指标08)| + EPS),fund_cashflow ratio fd_cashflow_raw_06/fd_cashflow_raw_08,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_06__fd_cashflow_raw_09,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标06/现金流原始指标09比值,衡量 现金流原始指标06 相对 现金流原始指标09 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_06__fd_cashflow_raw_09 = 列(现金流原始指标06) / (|列(现金流原始指标09)| + EPS),fund_cashflow ratio fd_cashflow_raw_06/fd_cashflow_raw_09,False,fundamental
fund_cashflow_ratio_fd_cashflow_raw_07__fd_cashflow_raw_08,D,Fundamental Packages,fund_cashflow,fund_cashflow,基本面现金流包·现金流原始指标07/现金流原始指标08比值,衡量 现金流原始指标07 相对 现金流原始指标08 的比例关系，体现结构性偏离。,fund_cashflow_ratio_fd_cashflow_raw_07__fd_cashflow_raw_08 = 列(现金流原始指标07) / (|列(现金流原始指标08)| + EPS),fund_cashflow ratio fd_cashflow_raw_07/fd_cashflow_raw_08,False,fundamental
