factor,freq,category,description
fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_06,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_04/fd_cashflow_raw_06
fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_07,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_04/fd_cashflow_raw_07
fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_08,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_04/fd_cashflow_raw_08
fund_cashflow_ratio_fd_cashflow_raw_04__fd_cashflow_raw_09,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_04/fd_cashflow_raw_09
fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_06,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_05/fd_cashflow_raw_06
fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_07,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_05/fd_cashflow_raw_07
fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_08,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_05/fd_cashflow_raw_08
fund_cashflow_ratio_fd_cashflow_raw_05__fd_cashflow_raw_09,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_05/fd_cashflow_raw_09
fund_cashflow_ratio_fd_cashflow_raw_06__fd_cashflow_raw_07,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_06/fd_cashflow_raw_07
fund_cashflow_ratio_fd_cashflow_raw_06__fd_cashflow_raw_08,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_06/fd_cashflow_raw_08
fund_cashflow_ratio_fd_cashflow_raw_06__fd_cashflow_raw_09,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_06/fd_cashflow_raw_09
fund_cashflow_ratio_fd_cashflow_raw_07__fd_cashflow_raw_08,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_07/fd_cashflow_raw_08
fund_cashflow_ratio_fd_cashflow_raw_07__fd_cashflow_raw_09,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_07/fd_cashflow_raw_09
fund_cashflow_ratio_fd_cashflow_raw_08__fd_cashflow_raw_09,M,fundamental_cashflow,fund_cashflow ratio fd_cashflow_raw_08/fd_cashflow_raw_09
fund_cashflow_rel_fd_cashflow_disp_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_disp to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_disp_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_disp to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_disp_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_disp to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_01_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_01 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_01_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_01 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_02_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_02 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_02_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_02 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_03_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_03 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_03_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_03 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_04_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_04 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_04_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_04 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_04_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_04 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_05_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_05 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_05_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_05 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_05_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_05 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_06_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_06 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_06_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_06 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_06_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_06 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_07_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_07 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_07_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_07 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_07_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_07 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_08_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_08 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_08_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_08 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_08_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_08 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_09_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_09 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_09_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_09 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_09_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_09 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_10_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_10 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_10_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_10 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_10_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_10 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_11_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_11 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_11_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_11 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_11_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_11 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_raw_12_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_12 to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_raw_12_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_12 to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_raw_12_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_raw_12 to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_score_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_score to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_score_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_score to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_score_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_score to fd_cashflow_raw_03
fund_cashflow_rel_fd_cashflow_trend_to_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_trend to fd_cashflow_raw_01
fund_cashflow_rel_fd_cashflow_trend_to_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_trend to fd_cashflow_raw_02
fund_cashflow_rel_fd_cashflow_trend_to_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow rel fd_cashflow_trend to fd_cashflow_raw_03
fund_cashflow_sym_fd_cashflow_raw_01__fd_cashflow_raw_02,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_01,fd_cashflow_raw_02"
fund_cashflow_sym_fd_cashflow_raw_01__fd_cashflow_raw_03,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_01,fd_cashflow_raw_03"
fund_cashflow_sym_fd_cashflow_raw_01__fd_cashflow_raw_04,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_01,fd_cashflow_raw_04"
fund_cashflow_sym_fd_cashflow_raw_01__fd_cashflow_raw_05,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_01,fd_cashflow_raw_05"
fund_cashflow_sym_fd_cashflow_raw_01__fd_cashflow_raw_06,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_01,fd_cashflow_raw_06"
fund_cashflow_sym_fd_cashflow_raw_01__fd_cashflow_raw_07,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_01,fd_cashflow_raw_07"
fund_cashflow_sym_fd_cashflow_raw_01__fd_cashflow_raw_08,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_01,fd_cashflow_raw_08"
fund_cashflow_sym_fd_cashflow_raw_01__fd_cashflow_raw_09,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_01,fd_cashflow_raw_09"
fund_cashflow_sym_fd_cashflow_raw_02__fd_cashflow_raw_03,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_02,fd_cashflow_raw_03"
fund_cashflow_sym_fd_cashflow_raw_02__fd_cashflow_raw_04,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_02,fd_cashflow_raw_04"
fund_cashflow_sym_fd_cashflow_raw_02__fd_cashflow_raw_05,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_02,fd_cashflow_raw_05"
fund_cashflow_sym_fd_cashflow_raw_02__fd_cashflow_raw_06,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_02,fd_cashflow_raw_06"
fund_cashflow_sym_fd_cashflow_raw_02__fd_cashflow_raw_07,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_02,fd_cashflow_raw_07"
fund_cashflow_sym_fd_cashflow_raw_02__fd_cashflow_raw_08,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_02,fd_cashflow_raw_08"
fund_cashflow_sym_fd_cashflow_raw_02__fd_cashflow_raw_09,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_02,fd_cashflow_raw_09"
fund_cashflow_sym_fd_cashflow_raw_03__fd_cashflow_raw_04,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_03,fd_cashflow_raw_04"
fund_cashflow_sym_fd_cashflow_raw_03__fd_cashflow_raw_05,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_03,fd_cashflow_raw_05"
fund_cashflow_sym_fd_cashflow_raw_03__fd_cashflow_raw_06,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_03,fd_cashflow_raw_06"
fund_cashflow_sym_fd_cashflow_raw_03__fd_cashflow_raw_07,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_03,fd_cashflow_raw_07"
fund_cashflow_sym_fd_cashflow_raw_03__fd_cashflow_raw_08,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_03,fd_cashflow_raw_08"
fund_cashflow_sym_fd_cashflow_raw_03__fd_cashflow_raw_09,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_03,fd_cashflow_raw_09"
fund_cashflow_sym_fd_cashflow_raw_04__fd_cashflow_raw_05,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_04,fd_cashflow_raw_05"
fund_cashflow_sym_fd_cashflow_raw_04__fd_cashflow_raw_06,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_04,fd_cashflow_raw_06"
fund_cashflow_sym_fd_cashflow_raw_04__fd_cashflow_raw_07,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_04,fd_cashflow_raw_07"
fund_cashflow_sym_fd_cashflow_raw_04__fd_cashflow_raw_08,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_04,fd_cashflow_raw_08"
fund_cashflow_sym_fd_cashflow_raw_04__fd_cashflow_raw_09,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_04,fd_cashflow_raw_09"
fund_cashflow_sym_fd_cashflow_raw_05__fd_cashflow_raw_06,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_05,fd_cashflow_raw_06"
fund_cashflow_sym_fd_cashflow_raw_05__fd_cashflow_raw_07,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_05,fd_cashflow_raw_07"
fund_cashflow_sym_fd_cashflow_raw_05__fd_cashflow_raw_08,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_05,fd_cashflow_raw_08"
fund_cashflow_sym_fd_cashflow_raw_05__fd_cashflow_raw_09,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_05,fd_cashflow_raw_09"
fund_cashflow_sym_fd_cashflow_raw_06__fd_cashflow_raw_07,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_06,fd_cashflow_raw_07"
fund_cashflow_sym_fd_cashflow_raw_06__fd_cashflow_raw_08,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_06,fd_cashflow_raw_08"
fund_cashflow_sym_fd_cashflow_raw_06__fd_cashflow_raw_09,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_06,fd_cashflow_raw_09"
fund_cashflow_sym_fd_cashflow_raw_07__fd_cashflow_raw_08,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_07,fd_cashflow_raw_08"
fund_cashflow_sym_fd_cashflow_raw_07__fd_cashflow_raw_09,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_07,fd_cashflow_raw_09"
fund_cashflow_sym_fd_cashflow_raw_08__fd_cashflow_raw_09,M,fundamental_cashflow,"fund_cashflow symmetric spread fd_cashflow_raw_08,fd_cashflow_raw_09"
fund_cashflow_tanh_fd_cashflow_disp,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_disp
fund_cashflow_tanh_fd_cashflow_raw_01,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_01
fund_cashflow_tanh_fd_cashflow_raw_02,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_02
fund_cashflow_tanh_fd_cashflow_raw_03,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_03
fund_cashflow_tanh_fd_cashflow_raw_04,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_04
fund_cashflow_tanh_fd_cashflow_raw_05,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_05
fund_cashflow_tanh_fd_cashflow_raw_06,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_06
fund_cashflow_tanh_fd_cashflow_raw_07,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_07
fund_cashflow_tanh_fd_cashflow_raw_08,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_08
fund_cashflow_tanh_fd_cashflow_raw_09,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_09
fund_cashflow_tanh_fd_cashflow_raw_10,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_10
fund_cashflow_tanh_fd_cashflow_raw_11,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_11
fund_cashflow_tanh_fd_cashflow_raw_12,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_raw_12
fund_cashflow_tanh_fd_cashflow_score,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_score
fund_cashflow_tanh_fd_cashflow_trend,M,fundamental_cashflow,fund_cashflow tanh fd_cashflow_trend
fund_efficiency_diff_fd_efficiency_raw_01__fd_efficiency_raw_02,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_01-fd_efficiency_raw_02
fund_efficiency_diff_fd_efficiency_raw_01__fd_efficiency_raw_03,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_01-fd_efficiency_raw_03
fund_efficiency_diff_fd_efficiency_raw_01__fd_efficiency_raw_04,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_01-fd_efficiency_raw_04
fund_efficiency_diff_fd_efficiency_raw_01__fd_efficiency_raw_05,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_01-fd_efficiency_raw_05
fund_efficiency_diff_fd_efficiency_raw_01__fd_efficiency_raw_06,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_01-fd_efficiency_raw_06
fund_efficiency_diff_fd_efficiency_raw_01__fd_efficiency_raw_07,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_01-fd_efficiency_raw_07
fund_efficiency_diff_fd_efficiency_raw_01__fd_efficiency_raw_08,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_01-fd_efficiency_raw_08
fund_efficiency_diff_fd_efficiency_raw_01__fd_efficiency_raw_09,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_01-fd_efficiency_raw_09
fund_efficiency_diff_fd_efficiency_raw_02__fd_efficiency_raw_03,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_02-fd_efficiency_raw_03
fund_efficiency_diff_fd_efficiency_raw_02__fd_efficiency_raw_04,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_02-fd_efficiency_raw_04
fund_efficiency_diff_fd_efficiency_raw_02__fd_efficiency_raw_05,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_02-fd_efficiency_raw_05
fund_efficiency_diff_fd_efficiency_raw_02__fd_efficiency_raw_06,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_02-fd_efficiency_raw_06
fund_efficiency_diff_fd_efficiency_raw_02__fd_efficiency_raw_07,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_02-fd_efficiency_raw_07
fund_efficiency_diff_fd_efficiency_raw_02__fd_efficiency_raw_08,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_02-fd_efficiency_raw_08
fund_efficiency_diff_fd_efficiency_raw_02__fd_efficiency_raw_09,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_02-fd_efficiency_raw_09
fund_efficiency_diff_fd_efficiency_raw_03__fd_efficiency_raw_04,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_03-fd_efficiency_raw_04
fund_efficiency_diff_fd_efficiency_raw_03__fd_efficiency_raw_05,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_03-fd_efficiency_raw_05
fund_efficiency_diff_fd_efficiency_raw_03__fd_efficiency_raw_06,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_03-fd_efficiency_raw_06
fund_efficiency_diff_fd_efficiency_raw_03__fd_efficiency_raw_07,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_03-fd_efficiency_raw_07
fund_efficiency_diff_fd_efficiency_raw_03__fd_efficiency_raw_08,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_03-fd_efficiency_raw_08
fund_efficiency_diff_fd_efficiency_raw_03__fd_efficiency_raw_09,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_03-fd_efficiency_raw_09
fund_efficiency_diff_fd_efficiency_raw_04__fd_efficiency_raw_05,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_04-fd_efficiency_raw_05
fund_efficiency_diff_fd_efficiency_raw_04__fd_efficiency_raw_06,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_04-fd_efficiency_raw_06
fund_efficiency_diff_fd_efficiency_raw_04__fd_efficiency_raw_07,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_04-fd_efficiency_raw_07
fund_efficiency_diff_fd_efficiency_raw_04__fd_efficiency_raw_08,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_04-fd_efficiency_raw_08
fund_efficiency_diff_fd_efficiency_raw_04__fd_efficiency_raw_09,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_04-fd_efficiency_raw_09
fund_efficiency_diff_fd_efficiency_raw_05__fd_efficiency_raw_06,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_05-fd_efficiency_raw_06
fund_efficiency_diff_fd_efficiency_raw_05__fd_efficiency_raw_07,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_05-fd_efficiency_raw_07
fund_efficiency_diff_fd_efficiency_raw_05__fd_efficiency_raw_08,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_05-fd_efficiency_raw_08
fund_efficiency_diff_fd_efficiency_raw_05__fd_efficiency_raw_09,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_05-fd_efficiency_raw_09
fund_efficiency_diff_fd_efficiency_raw_06__fd_efficiency_raw_07,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_06-fd_efficiency_raw_07
fund_efficiency_diff_fd_efficiency_raw_06__fd_efficiency_raw_08,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_06-fd_efficiency_raw_08
fund_efficiency_diff_fd_efficiency_raw_06__fd_efficiency_raw_09,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_06-fd_efficiency_raw_09
fund_efficiency_diff_fd_efficiency_raw_07__fd_efficiency_raw_08,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_07-fd_efficiency_raw_08
fund_efficiency_diff_fd_efficiency_raw_07__fd_efficiency_raw_09,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_07-fd_efficiency_raw_09
fund_efficiency_diff_fd_efficiency_raw_08__fd_efficiency_raw_09,M,fundamental_efficiency,fund_efficiency diff fd_efficiency_raw_08-fd_efficiency_raw_09
