factor,freq,category,description
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_05,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_05"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_06,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_07,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_08,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_09,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_04,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_04"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_05,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_05"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_06,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_07,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_08,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_03__fd_growth_raw_09,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_03,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_05,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_05"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_06,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_07,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_08,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_04__fd_growth_raw_09,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_04,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_05__fd_growth_raw_06,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_05,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_05__fd_growth_raw_07,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_05,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_05__fd_growth_raw_08,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_05,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_05__fd_growth_raw_09,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_05,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_06__fd_growth_raw_07,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_06,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_06__fd_growth_raw_08,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_06,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_06__fd_growth_raw_09,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_06,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_07__fd_growth_raw_08,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_07,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_07__fd_growth_raw_09,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_07,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_08__fd_growth_raw_09,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_08,fd_growth_raw_09"
fund_growth_tanh_fd_growth_disp,D,fundamental_growth,fund_growth tanh fd_growth_disp
fund_growth_tanh_fd_growth_raw_01,D,fundamental_growth,fund_growth tanh fd_growth_raw_01
fund_growth_tanh_fd_growth_raw_02,D,fundamental_growth,fund_growth tanh fd_growth_raw_02
fund_growth_tanh_fd_growth_raw_03,D,fundamental_growth,fund_growth tanh fd_growth_raw_03
fund_growth_tanh_fd_growth_raw_04,D,fundamental_growth,fund_growth tanh fd_growth_raw_04
fund_growth_tanh_fd_growth_raw_05,D,fundamental_growth,fund_growth tanh fd_growth_raw_05
fund_growth_tanh_fd_growth_raw_06,D,fundamental_growth,fund_growth tanh fd_growth_raw_06
fund_growth_tanh_fd_growth_raw_07,D,fundamental_growth,fund_growth tanh fd_growth_raw_07
fund_growth_tanh_fd_growth_raw_08,D,fundamental_growth,fund_growth tanh fd_growth_raw_08
fund_growth_tanh_fd_growth_raw_09,D,fundamental_growth,fund_growth tanh fd_growth_raw_09
fund_growth_tanh_fd_growth_raw_10,D,fundamental_growth,fund_growth tanh fd_growth_raw_10
fund_growth_tanh_fd_growth_raw_11,D,fundamental_growth,fund_growth tanh fd_growth_raw_11
fund_growth_tanh_fd_growth_raw_12,D,fundamental_growth,fund_growth tanh fd_growth_raw_12
fund_growth_tanh_fd_growth_score,D,fundamental_growth,fund_growth tanh fd_growth_score
fund_growth_tanh_fd_growth_trend,D,fundamental_growth,fund_growth tanh fd_growth_trend
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_growth_intraday,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_growth_intraday
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_growth_jump,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_growth_jump
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_growth_sentiment,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_growth_sentiment
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_growth_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_growth_vwap
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_valuation_flow,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_valuation_intraday,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_valuation_jump,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_flow__fd_hf_valuation_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_flow-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_growth_sentiment,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_growth_sentiment
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_growth_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_growth_vwap
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_valuation_flow,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_valuation_intraday,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_valuation_jump,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_intraday__fd_hf_valuation_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_intraday-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_growth_intraday,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_growth_intraday
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_growth_sentiment,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_growth_sentiment
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_growth_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_growth_vwap
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_valuation_flow,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_valuation_intraday,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_valuation_jump,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_jump__fd_hf_valuation_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_jump-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_growth_sentiment__fd_hf_valuation_flow,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_sentiment-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_sentiment__fd_hf_valuation_intraday,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_sentiment-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_sentiment__fd_hf_valuation_jump,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_sentiment-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_sentiment__fd_hf_valuation_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_sentiment-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_growth_sentiment,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_growth_sentiment
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_valuation_flow,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_valuation_flow
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_valuation_intraday,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_valuation_jump,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_growth_vwap__fd_hf_valuation_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_growth_vwap-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_valuation_flow__fd_hf_valuation_intraday,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_flow-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_valuation_flow__fd_hf_valuation_jump,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_flow-fd_hf_valuation_jump
fund_hf_fusion_diff_fd_hf_valuation_flow__fd_hf_valuation_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_flow-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_valuation_intraday__fd_hf_valuation_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_intraday-fd_hf_valuation_vwap
fund_hf_fusion_diff_fd_hf_valuation_jump__fd_hf_valuation_intraday,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_jump-fd_hf_valuation_intraday
fund_hf_fusion_diff_fd_hf_valuation_jump__fd_hf_valuation_vwap,D,fundamental_hf_fusion,fund_hf_fusion diff fd_hf_valuation_jump-fd_hf_valuation_vwap
fund_hf_fusion_lvl_fd_hf_cashflow_flow,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_flow
fund_hf_fusion_lvl_fd_hf_cashflow_intraday,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_intraday
fund_hf_fusion_lvl_fd_hf_cashflow_jump,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_jump
fund_hf_fusion_lvl_fd_hf_cashflow_sentiment,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_sentiment
fund_hf_fusion_lvl_fd_hf_cashflow_vwap,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_cashflow_vwap
fund_hf_fusion_lvl_fd_hf_efficiency_flow,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_flow
fund_hf_fusion_lvl_fd_hf_efficiency_intraday,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_intraday
fund_hf_fusion_lvl_fd_hf_efficiency_jump,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_jump
fund_hf_fusion_lvl_fd_hf_efficiency_sentiment,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_sentiment
fund_hf_fusion_lvl_fd_hf_efficiency_vwap,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_efficiency_vwap
fund_hf_fusion_lvl_fd_hf_expectation_flow,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_flow
fund_hf_fusion_lvl_fd_hf_expectation_intraday,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_intraday
fund_hf_fusion_lvl_fd_hf_expectation_jump,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_jump
fund_hf_fusion_lvl_fd_hf_expectation_sentiment,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_sentiment
fund_hf_fusion_lvl_fd_hf_expectation_vwap,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_expectation_vwap
fund_hf_fusion_lvl_fd_hf_fusion_disp,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_fusion_disp
fund_hf_fusion_lvl_fd_hf_fusion_score,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_fusion_score
fund_hf_fusion_lvl_fd_hf_growth_flow,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_flow
fund_hf_fusion_lvl_fd_hf_growth_intraday,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_intraday
fund_hf_fusion_lvl_fd_hf_growth_jump,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_jump
fund_hf_fusion_lvl_fd_hf_growth_sentiment,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_sentiment
fund_hf_fusion_lvl_fd_hf_growth_vwap,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_growth_vwap
fund_hf_fusion_lvl_fd_hf_leverage_flow,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_flow
fund_hf_fusion_lvl_fd_hf_leverage_intraday,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_intraday
fund_hf_fusion_lvl_fd_hf_leverage_jump,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_jump
fund_hf_fusion_lvl_fd_hf_leverage_sentiment,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_sentiment
fund_hf_fusion_lvl_fd_hf_leverage_vwap,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_leverage_vwap
fund_hf_fusion_lvl_fd_hf_profitability_flow,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_flow
fund_hf_fusion_lvl_fd_hf_profitability_intraday,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_intraday
fund_hf_fusion_lvl_fd_hf_profitability_jump,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_jump
fund_hf_fusion_lvl_fd_hf_profitability_sentiment,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_sentiment
fund_hf_fusion_lvl_fd_hf_profitability_vwap,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_profitability_vwap
fund_hf_fusion_lvl_fd_hf_quality_flow,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_flow
fund_hf_fusion_lvl_fd_hf_quality_intraday,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_intraday
fund_hf_fusion_lvl_fd_hf_quality_jump,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_jump
fund_hf_fusion_lvl_fd_hf_quality_sentiment,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_sentiment
fund_hf_fusion_lvl_fd_hf_quality_vwap,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_quality_vwap
fund_hf_fusion_lvl_fd_hf_valuation_flow,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_valuation_flow
fund_hf_fusion_lvl_fd_hf_valuation_intraday,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_valuation_intraday
fund_hf_fusion_lvl_fd_hf_valuation_jump,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_valuation_jump
fund_hf_fusion_lvl_fd_hf_valuation_sentiment,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_valuation_sentiment
fund_hf_fusion_lvl_fd_hf_valuation_vwap,D,fundamental_hf_fusion,fund_hf_fusion level fd_hf_valuation_vwap
fund_hf_fusion_lvl_hf_120min_to_D_last_ret_3,D,fundamental_hf_fusion,fund_hf_fusion level hf_120min_to_D_last_ret_3
fund_hf_fusion_lvl_hf_120min_to_D_mean_amount_ratio_12,D,fundamental_hf_fusion,fund_hf_fusion level hf_120min_to_D_mean_amount_ratio_12
fund_hf_fusion_lvl_hf_5min_to_D_mean_amount_ratio_12,D,fundamental_hf_fusion,fund_hf_fusion level hf_5min_to_D_mean_amount_ratio_12
fund_hf_fusion_lvl_hf_5min_to_D_mean_ret_1,D,fundamental_hf_fusion,fund_hf_fusion level hf_5min_to_D_mean_ret_1
fund_hf_fusion_lvl_hf_5min_to_D_std_ret_1,D,fundamental_hf_fusion,fund_hf_fusion level hf_5min_to_D_std_ret_1
fund_hf_fusion_lvl_hf_fast_slow_liquidity_diff,D,fundamental_hf_fusion,fund_hf_fusion level hf_fast_slow_liquidity_diff
fund_hf_fusion_lvl_hf_fast_slow_noise_diff,D,fundamental_hf_fusion,fund_hf_fusion level hf_fast_slow_noise_diff
fund_hf_fusion_lvl_hf_fast_slow_trend_diff,D,fundamental_hf_fusion,fund_hf_fusion level hf_fast_slow_trend_diff
fund_hf_fusion_neg_fd_hf_cashflow_flow,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_cashflow_flow
fund_hf_fusion_neg_fd_hf_cashflow_intraday,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_cashflow_intraday
fund_hf_fusion_neg_fd_hf_cashflow_jump,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_cashflow_jump
fund_hf_fusion_neg_fd_hf_cashflow_sentiment,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_cashflow_sentiment
fund_hf_fusion_neg_fd_hf_cashflow_vwap,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_cashflow_vwap
fund_hf_fusion_neg_fd_hf_efficiency_flow,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_efficiency_flow
fund_hf_fusion_neg_fd_hf_efficiency_intraday,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_efficiency_intraday
fund_hf_fusion_neg_fd_hf_efficiency_jump,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_efficiency_jump
fund_hf_fusion_neg_fd_hf_efficiency_sentiment,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_efficiency_sentiment
fund_hf_fusion_neg_fd_hf_efficiency_vwap,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_efficiency_vwap
fund_hf_fusion_neg_fd_hf_expectation_flow,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_expectation_flow
fund_hf_fusion_neg_fd_hf_expectation_intraday,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_expectation_intraday
fund_hf_fusion_neg_fd_hf_expectation_jump,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_expectation_jump
fund_hf_fusion_neg_fd_hf_expectation_sentiment,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_expectation_sentiment
fund_hf_fusion_neg_fd_hf_expectation_vwap,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_expectation_vwap
fund_hf_fusion_neg_fd_hf_fusion_disp,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_fusion_disp
fund_hf_fusion_neg_fd_hf_fusion_score,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_fusion_score
fund_hf_fusion_neg_fd_hf_growth_flow,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_growth_flow
fund_hf_fusion_neg_fd_hf_growth_intraday,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_growth_intraday
fund_hf_fusion_neg_fd_hf_growth_jump,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_growth_jump
fund_hf_fusion_neg_fd_hf_growth_sentiment,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_growth_sentiment
fund_hf_fusion_neg_fd_hf_growth_vwap,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_growth_vwap
fund_hf_fusion_neg_fd_hf_leverage_flow,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_leverage_flow
fund_hf_fusion_neg_fd_hf_leverage_intraday,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_leverage_intraday
fund_hf_fusion_neg_fd_hf_leverage_jump,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_leverage_jump
fund_hf_fusion_neg_fd_hf_leverage_sentiment,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_leverage_sentiment
fund_hf_fusion_neg_fd_hf_leverage_vwap,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_leverage_vwap
fund_hf_fusion_neg_fd_hf_profitability_flow,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_profitability_flow
fund_hf_fusion_neg_fd_hf_profitability_intraday,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_profitability_intraday
fund_hf_fusion_neg_fd_hf_profitability_jump,D,fundamental_hf_fusion,fund_hf_fusion negative fd_hf_profitability_jump
